ID,姓名,颜色,领域
977,鲁芝,未知,三国
978,鲁馗,未知,三国
979,谢旌,未知,三国
980,赖恭,未知,三国
981,甄氏,未知,三国
982,雷薄,未知,三国
983,虞松,未知,三国
984,鲍信,未知,三国
985,雍闿,未知,三国
986,蔡夫人,未知,三国
987,蔡林,未知,三国
988,臧旻,未知,三国
989,舞阳君,未知,三国
990,管辂舅,未知,三国
991,曲义,未知,三国
992,樊氏,未知,三国
993,樊岐,未知,三国
994,樊能,未知,三国
995,滕循,未知,三国
996,颜良,蓝武,三国
997,潘夫人,未知,三国
998,潘隐,未知,三国
999,薛兰,未知,三国
1000,薛礼,未知,三国
1001,薛珝,未知,三国
1002,薛莹,未知,三国
1003,戴员,未知,三国
1004,戴陵,未知,三国
1005,蹋顿,未知,三国
1006,魏平,未知,三国
1007,魏续,未知,三国
1008,魏邈,未知,三国
1009,蹇硕,未知,三国
1010,爨习,未知,三国
1011,冯方,未知,三国
1012,刘辟,未知,三国
1013,黄邵,未知,三国
1014,嵇康,未知,三国
1015,徐整,未知,三国
1016,陈修,未知,三国
1017,陈表,未知,三国
1018,毌丘俭,未知,三国
1019,伦直,未知,三国
1020,牵招,未知,三国
1021,孙邵,未知,三国
1022,虞汜,未知,三国
1023,阎柔,未知,三国
1024,周喁,未知,三国
1025,赵妪,未知,三国
1026,卫觊,未知,三国
1027,张范,未知,三国
1028,杨阜,未知,三国
1029,曹叡,未知,三国
1030,鱼豢,未知,三国
1031,葛玄,未知,三国
1032,孙鲁班,未知,三国
1033,曹不兴,未知,三国
1034,皇象,未知,三国
1035,严武,未知,三国
1036,步度根,未知,三国
1037,成律归,未知,三国
1038,陈祗,未知,三国
1039,陈延,未知,三国
1040,陈永,未知,三国
1041,陈敖,未知,三国
1042,大桥,未知,三国
1043,段巧笑,未知,三国
1044,管辂,未知,三国
1045,黄夫人,未知,三国
1046,和连,未知,三国
1047,敬哀皇后,未知,三国
1048,阚泽,未知,三国
1049,吕安,未知,三国
1050,吕巽,未知,三国
1051,刘璇,未知,三国
1052,栾提呼厨泉,未知,三国
1053,刘徽,未知,三国
1054,汉献帝,未知,三国
1055,麋芳,未知,三国
1056,麋竺,未知,三国
1057,蒲头,未知,三国
1058,其至鞬,未知,三国
1059,盛宪,未知,三国
1060,孙炎,未知,三国
1061,素利,未知,三国
1062,秃发寿阗,未知,三国
1063,王弼,未知,三国
1064,乌伦,未知,三国
1065,王蕃,未知,三国
1066,韦昭,未知,三国
1067,韦诞,未知,三国
1068,泄归泥,未知,三国
1069,夏侯徽,未知,三国
1070,小桥,未知,三国
1071,荀粲,未知,三国
1072,杨腾,未知,三国
1073,杨驹,未知,三国
1074,杨千万,未知,三国
1075,仲长统,未知,三国
1076,张春华,未知,三国
1077,张平,未知,三国
1078,朱才,未知,三国
1079,朱绩,未知,三国
1080,甄皇后,未知,三国
1081,赵爽,未知,三国
1082,郑玄,未知,三国
1083,张皇后,未知,三国
1084,昭烈皇后,未知,三国
1085,赖雄,未知,三国
1086,麋夫人,未知,三国
1087,麋威,未知,三国
1088,麋照,未知,三国
1089,王元姬,未知,三国
1090,王凌,未知,三国
1091,郭女王,未知,三国
1092,卞皇后,未知,三国
1093,吴苋,未知,三国
1094,刘宏,未知,三国
1095,伏寿,未知,三国
1096,段颎,未知,三国
1097,阎忠,未知,三国
1098,桥瑁,未知,三国
1099,马日磾,未知,三国
1100,赵温,未知,三国
1101,张修,未知,三国
1102,臧洪,未知,三国
1103,金祎,未知,三国
1104,韦端,未知,三国
1105,麹演,未知,三国
1106,蒋石,未知,三国
1107,吉本,未知,三国
1108,李历,未知,三国
1109,闵纯,未知,三国
1110,李利,未知,三国
1111,逢纪,未知,三国
1112,郭援,未知,三国
1113,袁耀,未知,三国
1114,秦宜禄,未知,三国
1115,魏越,未知,三国
1116,黄射,未知,三国
1117,邓羲,未知,三国
1118,吴巨,未知,三国
1119,传巽,未知,三国
1120,韩晞,未知,三国
1121,严纲,未知,三国
1122,单经,未知,三国
1123,关靖,未知,三国
1124,刘和,未知,三国
1125,魏攸,未知,三国
1126,鲜于辅,未知,三国
1127,赵昱,未知,三国
1128,杨白,未知,三国
1129,刘阐,未知,三国
1130,董扶,未知,三国
1131,刘瑰,未知,三国
1132,冷苞,未知,三国
1133,丘力居,未知,三国
1134,檀石槐,未知,三国
1135,栾提于夫罗,未知,三国
1136,曹峻,未知,三国
1137,曹彪,未知,三国
1138,曹衮,未知,三国
1139,夏侯惇,紫武,三国
1140,曹泰,未知,三国
1141,曹震,未知,三国
1142,郭皇后,未知,三国
1143,邓扬,未知,三国
1144,贾谟,未知,三国
1145,程晓,未知,三国
1146,张雄,未知,三国
1147,徐盖,未知,三国
1148,庞淯,未知,三国
1149,阎温,未知,三国
1150,令狐愚,未知,三国
1151,毌丘甸,未知,三国
1152,邓朗,未知,三国
1153,袁涣,未知,三国
1154,凉茂,未知,三国
1155,王烈,未知,三国
1156,张臶,未知,三国
1157,胡昭,未知,三国
1158,徐奕,未知,三国
1159,何夔,未知,三国
1160,邢颙,未知,三国
1161,鲍勋,未知,三国
1162,司马芝,未知,三国
1163,司马岐,未知,三国
1164,梁习,未知,三国
1165,温恢,未知,三国
1166,苏则,未知,三国
1167,杜畿,未知,三国
1168,杜恕,未知,三国
1169,郑浑,未知,三国
1170,仓慈,未知,三国
1171,应贞,未知,三国
1172,桓威,未知,三国
1173,潘勖,未知,三国
1174,王象,未知,三国
1175,缪袭,未知,三国
1176,苏林,未知,三国
1177,孙该,未知,三国
1178,杜挚,未知,三国
1179,徐宣,未知,三国
1180,卫臻,未知,三国
1181,卢毓,未知,三国
1182,常林,未知,三国
1183,杜袭,未知,三国
1184,赵俨,未知,三国
1185,裴潜,未知,三国
1186,崔林,未知,三国
1187,高堂隆,未知,三国
1188,满伟,未知,三国
1189,胡威,未知,三国
1190,车冑,未知,三国
1191,甘皇后,未知,三国
1192,吴皇后,未知,三国
1193,诸葛京,未知,三国
1194,马承,未知,三国
1195,庞宏,未知,三国
1196,费承,未知,三国
1197,马秉,未知,三国
1198,霍弋,未知,三国
1199,张裕,未知,三国
1200,陈术,未知,三国
1201,吕祥,未知,三国
1202,句扶,未知,三国
1203,张微,未知,三国
1204,杨戏,未知,三国
1205,邓方,未知,三国
1206,吴壹,未知,三国
1207,辅匡,未知,三国
1208,刘邕,未知,三国
1209,张存,未知,三国
1210,李邈,未知,三国
1211,李邵,未知,三国
1212,马勋,未知,三国
1213,姚胄,未知,三国
1214,孙虑,未知,三国
1215,孙霸,蓝武,三国
1216,孙奋,未知,三国
1217,孙静,未知,三国
1218,孙暠,未知,三国
1219,孙奂,未知,三国
1220,孙羌,未知,三国
1221,孙贲,未知,三国
1222,孙辅,未知,三国
1223,谢夫人,未知,三国
1224,步夫人,未知,三国
1225,潘皇后,未知,三国
1226,全皇后,未知,三国
1227,朱皇后,未知,三国
1228,何姬,未知,三国
1229,滕皇后,未知,三国
1230,太史享,绿武,三国
1231,士匡,未知,三国
1232,张奋,未知,三国
1233,顾邵,未知,三国
1234,顾谭,未知,三国
1235,顾承,未知,三国
1236,裴玄,未知,三国
1237,鲁淑,未知,三国
1238,陆晏,未知,三国
1239,陆玄,未知,三国
1240,陆耽,未知,三国
1241,黄柄,未知,三国
1242,周邵,未知,三国
1243,施绩,未知,三国
1244,虞忠,未知,三国
1245,陆瑁,未知,三国
1246,朱据,未知,三国
1247,钟离牧,未知,三国
1248,陆胤,未知,三国
1249,是仪,未知,三国
1250,吴范,未知,三国
1251,刘惇,未知,三国
1252,赵达,未知,三国
1253,聂友,未知,三国
1254,贺邵,未知,三国
1255,韦曜,未知,三国
1256,杜锡,未知,三国
1257,卫恒,未知,三国
1258,卫璪,未知,三国
1259,卫玠,未知,三国
1260,张祎,未知,三国
1261,张韪,未知,三国
1262,贾混,未知,三国
1263,贾彝,未知,三国
1264,贾模,未知,三国
1265,韩谧,未知,三国
1266,郭彰,未知,三国
1267,段灼,未知,三国
1268,孙拯,未知,三国
1269,孙云,未知,三国
1270,孙耽,未知,三国
1271,孙喜,未知,三国
1272,张机,未知,三国
1273,杜夔,未知,三国
1274,朱建平,未知,三国
1275,周不疑,未知,三国
1276,宋寿,未知,三国
1277,郑妪,未知,三国
1278,蔡文姬,未知,三国
1279,潘巧儿,未知,三国
1280,王濬,绿武,三国
1281,左慈,紫武,三国其他
1282,华佗,紫文,三国其他
1283,貂蝉,紫色,三国其他
1284,华雄,蓝武,三国其他
1285,吕布,橙色,三国其他
1286,董卓,绿武,三国其他
1287,黄承彦,蓝色,三国其他
1288,高顺,蓝色,三国其他
1289,袁绍,蓝色,三国其他
1290,李儒,蓝色,三国其他
1291,张角,蓝色,三国其他
1292,张宝,蓝色,三国其他
1293,张梁,蓝色,三国其他
1294,张任,蓝色,三国其他
1295,雷铜,蓝色,三国其他
1296,公孙瓒,蓝色,三国其他
1297,轲比能,蓝色,三国其他
1298,阿会喃,绿色,三国其他
1299,王允,绿色,三国其他
1300,李肃,绿色,三国其他
1301,李傕,绿色,三国其他
1302,牛辅,绿色,三国其他
1303,张济,绿色,三国其他
1304,董旻,绿色,三国其他
1305,高升,绿色,三国其他
1306,程远志,绿色,三国其他
1307,张曼成,绿色,三国其他
1308,管亥,绿色,三国其他
1309,邓茂,绿色,三国其他
1310,公孙越,绿色,三国其他
1311,公孙范,绿色,三国其他
1312,邹丹,绿色,三国其他
1313,公孙续,绿色,三国其他
1314,郭汜,绿色,三国其他
1315,卢植,绿色,三国其他
1316,樊稠,绿色,三国其他
1317,樊哙,蓝色,秦朝
1318,韩信,紫武,秦朝
1319,范增,蓝文,秦朝
1320,刘邦,紫武！,秦朝
1321,蒙恬,紫武,秦朝
1322,夏黄公,绿色,秦朝
1323,项羽,蓝色,秦朝
1324,张良,蓝色,秦朝
1325,季布,蓝武,秦朝
1326,陈平,蓝文,秦朝
1327,陈胜,蓝武,秦朝
1328,彭越,蓝武,秦朝
1329,吴广,蓝文,秦朝
1330,萧何,紫文!,秦朝
1331,项庄,绿色,秦朝
1332,项梁,蓝武,秦朝
1333,英布,紫武,秦朝
1334,虞姬,紫文,秦朝
1335,安期生,紫文,秦朝
1336,章邯,绿色,秦朝
1337,项伯,绿武,秦朝
1338,共敖,蓝武,秦朝
1339,扶苏,绿武,秦朝
1340,共尉,绿色,秦朝
1341,伏生,绿文,秦朝
1342,罗珠,绿武,秦朝
1343,刘太公,绿色,秦朝
1344,田横,绿色,秦朝
1345,吴芮,绿色,秦朝
1346,徐福,蓝文,秦朝
1347,驺摇,绿武,秦朝
1348,张苍,蓝武,秦朝
1349,赵高,蓝文,秦朝
1350,赵佗,绿色,秦朝
1351,东园公,绿武,秦朝
1352,优旃,绿文,秦朝
1353,司马欣,绿文,秦朝
1354,曹无伤,绿色,秦朝
1355,梅鋗,蓝武,秦朝
1356,熊心,绿色,秦朝
1357,灌婴,蓝色,秦朝
1358,田臧,绿色,秦朝
1359,董翳,绿武,秦朝
1360,郦食其,绿文,秦朝
1361,韩王信,绿武,秦朝
1362,胡亥,未知,秦朝
1363,夏侯婴,未知,秦朝
1364,楚义帝,未知,秦朝
1365,秦二世,未知,秦朝
1366,子婴,未知,秦朝
1367,曹丘,未知,秦朝
1368,窦长君,未知,秦朝
1369,窦广国,未知,秦朝
1370,趙高,蓝武,秦朝
1371,龙且,未知,秦朝
1372,钟离昧,未知,秦朝
1373,虞子期,未知,秦朝
1374,蒙毅,未知,秦朝
1375,摇,未知,秦朝
1376,嬴子婴,未知,秦朝
1377,蒙骛,蓝武,秦朝
1378,張蒼,绿色,秦朝
1379,扁鹊,蓝文,春秋战国
1380,白起,蓝武,春秋战国
1381,范蠡,紫文,春秋战国
1382,孔子,蓝文,春秋战国
1383,鲁班,蓝文,春秋战国
1384,廉颇,蓝武,春秋战国
1385,李牧,蓝武,春秋战国
1386,王翦,蓝武,春秋战国
1387,柳下惠,绿文,春秋战国
1388,允常,绿文,春秋战国
1389,春申君,蓝文,春秋战国
1390,管仲,蓝文,春秋战国
1391,韩非,蓝文,春秋战国
1392,荆轲,蓝色,春秋战国
1393,连尹襄老,绿文,春秋战国
1394,嫪毐,绿武,春秋战国
1395,李悝,蓝文!,春秋战国
1396,孟尝君,蓝武,春秋战国
1397,平原君,蓝文,春秋战国
1398,商鞅,蓝文,春秋战国
1399,文种,蓝文,春秋战国
1400,信陵君,蓝文,春秋战国
1401,伯乐,绿文,春秋战国
1402,勾践,蓝文,春秋战国
1403,墨子,蓝文,春秋战国
1404,子产,绿文,春秋战国
1405,孟子,蓝文,春秋战国
1406,欧冶子,绿武,春秋战国
1407,王贲,蓝武,春秋战国
1408,甘德,绿文,春秋战国
1409,聂政,蓝色,春秋战国
1410,伯嚭,绿色,春秋战国
1411,夫差,蓝文,春秋战国
1412,公孙龙,蓝文！,春秋战国
1413,扈辄,绿武,春秋战国
1414,惠施,绿色,春秋战国
1415,孔伋,绿色,春秋战国
1416,孔鲤,绿文,春秋战国
1417,目夷,绿色,春秋战国
1418,蒙武,蓝色,春秋战国
1419,蒙骜,蓝武,春秋战国
1420,慎到,绿色,春秋战国
1421,向戌,蓝文,春秋战国
1422,项燕,绿色,春秋战国
1423,乐羊,蓝武,春秋战国
1424,晏婴,绿文,春秋战国
1425,曾侯乙,绿色,春秋战国
1426,介子推,蓝文,春秋战国
1427,医和,绿文,春秋战国
1428,子之,绿色,春秋战国
1429,子夏,绿色,春秋战国
1430,子鱼,绿色,春秋战国
1431,孙书,绿文,春秋战国
1432,孙凭,绿色,春秋战国
1433,孟胜,绿色,春秋战国
1434,季梁,绿色,春秋战国
1435,屈瑕,绿文,春秋战国
1436,有若,绿色,春秋战国
1437,毕万,绿文,春秋战国
1438,滕文公,绿文,春秋战国
1439,燕太子丹,绿文,春秋战国
1440,王子乔,绿色,春秋战国
1441,由余,绿文,春秋战国
1442,端木赐,绿文,春秋战国
1443,言偃,绿文,春秋战国
1444,赵威后,绿文,春秋战国
1445,赵衰,绿武,春秋战国
1446,邓析,绿文,春秋战国
1447,养由基,蓝武,春秋战国
1448,尉缭,蓝武,春秋战国
1449,曹沫,绿文,春秋战国
1450,栾书,绿文,春秋战国
1451,李冰,蓝文,春秋战国
1452,鲁桓公,绿色,春秋战国
1453,秦舞阳,绿色,春秋战国
1454,冉求,绿色,春秋战国
1455,叔向,绿色,春秋战国
1456,申不害,绿文,春秋战国
1457,孤偃,蓝文,春秋战国
1458,先轸,绿色,春秋战国
1459,贾佗,绿色,春秋战国
1460,魏犨,绿武,春秋战国
1461,吴起,绿文,春秋战国
1462,颜征在,绿文,春秋战国
1463,辕涛涂,绿文,春秋战国
1464,羊舌鲋,绿文,春秋战国
1465,豫让,绿武,春秋战国
1466,专诸,绿色,春秋战国
1467,宰予,绿文,春秋战国
1468,左丘明,蓝文,春秋战国
1469,赵盾,绿色,春秋战国
1470,邹忌,绿色,春秋战国
1471,不寿,绿色,春秋战国
1472,严君疾,绿文,春秋战国
1473,严遂,绿文,春秋战国
1474,伯宗,绿文,春秋战国
1475,侯赢,绿色,春秋战国
1476,公西赤,绿色,春秋战国
1477,冉耕,绿文,春秋战国
1478,冉雍,绿文,春秋战国
1479,列御寇,绿色,春秋战国
1480,医缓,绿文,春秋战国
1481,卞和,绿色,春秋战国
1482,卫开方,绿色,春秋战国
1483,司马错,绿色,春秋战国
1484,君王后,绿文,春秋战国
1485,吴王僚,绿文,春秋战国
1486,商泽,绿色,春秋战国
1487,夏姬,绿文,春秋战国
1488,奚齐,绿色,春秋战国
1489,姜斯,绿文,春秋战国
1490,姜结,绿文,春秋战国
1491,姬野,绿色,春秋战国
1492,子文,绿文,春秋战国
1493,子蚊,绿色,春秋战国
1494,子路,绿武,春秋战国
1495,孔穿,绿色,春秋战国
1496,季孙行父,绿色,春秋战国
1497,宋朝,绿色,春秋战国
1498,宓不齐,绿文,春秋战国
1499,宰孔,绿文,春秋战国
1500,崔杼,绿色,春秋战国
1501,巴蔓子,绿文,春秋战国
1502,庄蹻,绿文,春秋战国
1503,弗父何,绿文,春秋战国
1504,弦高,绿色,春秋战国
1505,怀嬴,绿文,春秋战国
1506,成得臣,绿色,春秋战国
1507,施之常,绿色,春秋战国
1508,无余,绿色,春秋战国
1509,无强,绿文,春秋战国
1510,昭文君,绿文,春秋战国
1511,曹共公,绿色,春秋战国
1512,曾参,绿文,春秋战国
1513,曾点,绿色,春秋战国
1514,杨朱,绿文,春秋战国
1515,樊须,绿色,春秋战国
1516,甘罗,蓝文,春秋战国
1517,秦夷公,绿文,春秋战国
1518,秦静公,绿色,春秋战国
1519,桓齮,绿文,春秋战国
1520,竖刀,绿色,春秋战国
1521,翁,绿色,春秋战国
1522,翳,蓝文！,春秋战国
1523,老莱子,绿色,春秋战国
1524,蔡侯齐,绿文,春秋战国
1525,蔡元侯,绿文,春秋战国
1526,蔡共侯,绿色,春秋战国
1527,蔡哀侯,绿色,春秋战国
1528,蔡声侯,绿文,春秋战国
1529,蔡宣侯,绿色,春秋战国
1530,蔡平侯,绿色,春秋战国
1531,蔡庄侯,绿文,春秋战国
1532,蔡悼侯,绿文,春秋战国
1533,蔡成侯,绿文,春秋战国
1534,蔡戴侯,绿文,春秋战国
1535,蔡文侯,绿色,春秋战国
1536,蔡昭侯,绿武,春秋战国
1537,蔡景侯,绿色,春秋战国
1538,蔡桓侯,绿色,春秋战国
1539,蔡灵侯,绿文,春秋战国
1540,蔡穆侯,绿文,春秋战国
1541,蔺相如,蓝文,春秋战国
1542,西周威公,绿色,春秋战国
1543,姬朝,绿文,春秋战国
1544,西周文公,绿文,春秋战国
1545,西周桓公,绿文,春秋战国
1546,西周武公,绿色,春秋战国
1547,许僖公,绿文,春秋战国
1548,许元公,绿色,春秋战国
1549,许庄公,绿色,春秋战国
1550,许悼公,绿色,春秋战国
1551,许昭公,绿文,春秋战国
1552,许桓公,绿文,春秋战国
1553,许灵公,绿文,春秋战国
1554,许穆公,绿色,春秋战国
1555,那归公,绿文,春秋战国
1556,那景公,绿文,春秋战国
1557,楚若敖,绿色,春秋战国
1558,阖闾,蓝色,春秋战国
1559,宋襄公,紫色,春秋战国
1560,吕不韦,蓝色,春秋战国
1561,李斯,紫文,春秋战国
1562,屈原,蓝文,春秋战国
1563,庄子,蓝色,春秋战国
1564,鬼谷子,紫文,春秋战国
1565,孙膑,紫武,春秋战国
1566,孙武,紫武,春秋战国
1567,伍子胥,紫武,春秋战国
1568,乐毅,紫武,春秋战国
1569,晋悼公,蓝色,春秋战国
1570,晋文公,紫武,春秋战国
1571,楚庄王,蓝色,春秋战国
1572,燕昭公,蓝色,春秋战国
1573,秦始皇,紫武,春秋战国
1574,巫马施,蓝文,春秋战国
1575,韩康子,绿色,春秋战国
1576,卫懿公,绿色,春秋战国
1577,卫文公,绿色,春秋战国
1578,曾皙,绿色,春秋战国
1579,颛孙师,绿色,春秋战国
1580,宋康王,绿色,春秋战国
1581,宋微子,绿色,春秋战国
1582,宋戴公,绿色,春秋战国
1583,宋玉,蓝文,春秋战国
1584,荀子,蓝文,春秋战国
1585,颜回,蓝文,春秋战国
1586,曹刿,绿色,春秋战国
1587,李信,绿色,春秋战国
1588,苏秦,绿色,春秋战国
